Name,Address,City,Zip,State,Longitude,Latitude,Review_Count,Rating,Price,URL,ID,Phone,Street,Name_UPPER
Thursday Kitchen,424 E 9th St,New York,10009,NY,-73.98373,40.72761,1772,4.5,$$,https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,fVbUVAiLiGgLA_nxBFxyww,nan,E 9TH ST,THURSDAY KITCHEN
Time Out Market New York,55 Water St,Brooklyn,11201,NY,-73.99214637055226,40.70342863348067,516,4.0,$$,https://www.yelp.com/biz/time-out-market-new-york-brooklyn?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,MGd6HFEq1ALD58XWNviSXw,9178104855,WATER ST,TIME OUT MARKET NEW YORK
ARIARI,119 1st Ave,New York,10003,NY,-73.9858313,40.727283504010266,197,4.5,,https://www.yelp.com/biz/ariari-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,nMyot99PkX5iYCdxHoRJqQ,6464227466,1ST AVE,ARIARI
Salma,351 E 12th St,New York,10003,NY,-73.9837222575225,40.730369942268375,167,4.5,$$,https://www.yelp.com/biz/salma-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,IA3EQ0Ilx0yI7dNYnq-YGQ,9172614900,E 12TH ST,SALMA
Kalye,251 Broome St,New York,10002,NY,-73.98999,40.7179,96,4.5,$$,https://www.yelp.com/biz/kalye-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,hLXe3RVRK39VUSPdvBjFEA,6464227267,BROOME ST,KALYE
Raku,342 E 6th St,New York,10003,NY,-73.9866526052356,40.7264988089246,1562,4.5,$$,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,FlZ1zdVEKWv7dwqm8Uw8-w,2122281324,E 6TH ST,RAKU
Fish Cheeks,55 Bond St,New York,10012,NY,-73.9927,40.7258,1384,4.5,$$,https://www.yelp.com/biz/fish-cheeks-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,WJS06XxRdc6DD1s4LWE9HA,2126772223,BOND ST,FISH CHEEKS
Em Vietnamese Bistro,57 Front St,Brooklyn,11201,NY,-73.99118578021728,40.702670064808366,161,4.5,$$,https://www.yelp.com/biz/em-vietnamese-bistro-brooklyn?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,9I8mZXCkGZBmFh5fYOYorw,7188757888,FRONT ST,EM VIETNAMESE BISTRO
Raku,48 Macdougal St,New York,10012,NY,-74.00252,40.72728,904,4.5,$$,https://www.yelp.com/biz/raku-new-york-6?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,qEe7nIhPfEL6L0-VYhWRrA,2129894797,MACDOUGAL ST,RAKU
Soothr,204 E 13th St,New York,10003,NY,-73.987363,40.732259,1110,4.5,$$,https://www.yelp.com/biz/soothr-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,-XYp6w50XbZfS90YddS5ew,2128449789,E 13TH ST,SOOTHR
AlMar,111 Front St,Brooklyn,11201,NY,-73.989177,40.702662,497,4.0,$$,https://www.yelp.com/biz/almar-brooklyn-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,nHMDOIX32dGbfpuNUwsLNQ,7188555288,FRONT ST,ALMAR
Celestine,1 John St,Brooklyn,11201,NY,-73.987975,40.704676,292,4.0,$$$,https://www.yelp.com/biz/celestine-brooklyn?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,4aF0F8w7yXX9o5_QFky_ig,7185225356,JOHN ST,CELESTINE
Malibu Farm New York,89 South St,New York,10038,NY,-74.00188,40.705644,369,4.0,$$,https://www.yelp.com/biz/malibu-farm-new-york-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,SWK0AQ5KTDDCt8AtOhhasg,2122653030,SOUTH ST,MALIBU FARM NEW YORK
Jack's Wife Freda,226 Lafayette St,New York,10012,NY,-73.9975402,40.7221323,2417,4.0,$$,https://www.yelp.com/biz/jacks-wife-freda-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,Me4TxTbPPQZQopW1wOGx5g,2125108550,LAFAYETTE ST,JACK'S WIFE FREDA
8282,84 Stanton St,New York,10002,NY,-73.98875,40.72161,174,4.5,,https://www.yelp.com/biz/8282-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,fNKYBpQJivICm0ORb3nb_Q,9298370360,STANTON ST,8282
Fishmarket Restaurant,111 South St,New York,10038,NY,-74.00192,40.70717,635,4.5,$$,https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,LpVbI-E9C-CSp7WhU5h2Iw,9173638101,SOUTH ST,FISHMARKET RESTAURANT
Mabu Hong Kong Cafe,18 Doyers St,New York,10013,NY,-73.99800438433886,40.71458505306615,99,3.5,,https://www.yelp.com/biz/mabu-hong-kong-cafe-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,D_f5cnBPDUueO-CCYHtwPw,nan,DOYERS ST,MABU HONG KONG CAFE
The Frenchman's Dough,96 South St,New York,10038,NY,-74.00233246386051,40.706116183284095,36,4.5,,https://www.yelp.com/biz/the-frenchmans-dough-new-york?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,Qi7pmy2BuR5Oz2ouXa2u4A,6468686000,SOUTH ST,THE FRENCHMAN'S DOUGH
RH Rooftop Restaurant New York,9 9th Ave,New York,10014,NY,-74.00639,40.73985,854,4.0,$$$,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,8SehQovJOuQDLbtzLLYLyw,2122172210,9TH AVE,RH ROOFTOP RESTAURANT NEW YORK
The Leroy House,430 Hudson St,New York,10014,NY,-74.00661,40.73063,184,4.5,$$$,https://www.yelp.com/biz/the-leroy-house-new-york-5?adjust_creative=4OloIt1kPZ2nt6Pu4NdkDA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=4OloIt1kPZ2nt6Pu4NdkDA,AA9wpuJRhkSHUePAiv3otA,6465900640,HUDSON ST,THE LEROY HOUSE
